Total Sales,Product Name,Product ID,Period
68.97,Boston KS Multi-Size Manual Pencil Sharpener,OFF-AR-10004602,2018-11-01 - 2018-11-30
77.6,"Floodlight Indoor Halogen Bulbs, 1 Bulb per Pack, 60 Watts",FUR-FU-10001861,2018-11-01 - 2018-11-30
84.056,"GBC Prepunched Paper, 19-Hole, for Binding Systems, 24-lb",OFF-BI-10000069,2018-11-01 - 2018-11-30
10.475999999999999,"GE General Purpose, Extra Long Life, Showcase & Floodlight Incandescent Bulbs",FUR-FU-10000206,2018-11-01 - 2018-11-30
2.97,Maxell 4.7GB DVD+R 5/Pack,TEC-AC-10003433,2018-11-01 - 2018-11-30
23.968,Newell 336,OFF-AR-10000203,2018-11-01 - 2018-11-30
283.92,Novimex High-Tech Fabric Mesh Task Chair,FUR-CH-10003956,2018-11-01 - 2018-11-30
209.568,Office Star - Mesh Screen back chair with Vinyl seat,FUR-CH-10001482,2018-11-01 - 2018-11-30
22.0,"Sanford Uni-Blazer View Highlighters, Chisel Tip, Yellow",OFF-AR-10001026,2018-11-01 - 2018-11-30
183.968,"Sauder Camden County Collection Libraries, Planked Cherry Finish",FUR-BO-10003159,2018-11-01 - 2018-11-30
28.728,Staples in misc. colors,OFF-AR-10004790,2018-11-01 - 2018-11-30
50.97,Tensor Brushed Steel Torchiere Floor Lamp,FUR-FU-10000820,2018-11-01 - 2018-11-30
73.47999999999999,Xerox 1968,OFF-PA-10003651,2018-11-01 - 2018-11-30
1039.992,"3D Systems Cube Printer, 2nd Generation, White",TEC-MA-10002073,2018-11-01 - 2018-11-30
8.62,"Acco Six-Outlet Power Strip, 4' Cord Length",OFF-AP-10001492,2018-11-01 - 2018-11-30
40.736,Canvas Sectional Post Binders,OFF-BI-10001191,2018-11-01 - 2018-11-30
301.62,Howard Miller Distant Time Traveler Alarm Clock,FUR-FU-10003535,2018-11-01 - 2018-11-30
659.976,Mitel MiVoice 5330e IP Phone,TEC-PH-10004165,2018-11-01 - 2018-11-30
55.176,Motorola HK250 Universal Bluetooth Headset,TEC-PH-10003555,2018-11-01 - 2018-11-30
11.76,Newell 332,OFF-AR-10003394,2018-11-01 - 2018-11-30
5.56,Newell 344,OFF-AR-10003856,2018-11-01 - 2018-11-30
39.296,Recycled Eldon Regeneration Jumbo File,OFF-ST-10002444,2018-11-01 - 2018-11-30
70.98,Safco Drafting Table,FUR-TA-10004767,2018-11-01 - 2018-11-30
150.8,Vinyl Sectional Post Binders,OFF-BI-10001670,2018-11-01 - 2018-11-30
8.448,Xerox 1972,OFF-PA-10001204,2018-11-01 - 2018-11-30
51.84,Xerox 209,OFF-PA-10003797,2018-11-01 - 2018-11-30
35.712,Newell 314,OFF-AR-10000122,2018-11-01 - 2018-11-30
6.104,Aluminum Screw Posts,OFF-BI-10003707,2018-11-01 - 2018-11-30
20.16,Avery File Folder Labels,OFF-LA-10001613,2018-11-01 - 2018-11-30
71.0,Coloredge Poster Frame,FUR-FU-10003347,2018-11-01 - 2018-11-30
6.464,Contemporary Wood/Metal Frame,FUR-FU-10004909,2018-11-01 - 2018-11-30
7.476,GBC Standard Therm-A-Bind Covers,OFF-BI-10001658,2018-11-01 - 2018-11-30
316.712,GBC VeloBinder Manual Binding System,OFF-BI-10001543,2018-11-01 - 2018-11-30
127.785,"Lesro Round Back Collection Coffee Table, End Table",FUR-TA-10003008,2018-11-01 - 2018-11-30
74.112,Memorex Mini Travel Drive 8 GB USB 2.0 Flash Drive,TEC-AC-10003499,2018-11-01 - 2018-11-30
3.304,Newell Chalk Holder,OFF-AR-10000390,2018-11-01 - 2018-11-30
24.048,OIC Stacking Trays,FUR-FU-10000320,2018-11-01 - 2018-11-30
195.96,Panasonic KX TS208W Corded phone,TEC-PH-10001305,2018-11-01 - 2018-11-30
27.992,Speck Products Candyshell Flip Case,TEC-PH-10002844,2018-11-01 - 2018-11-30
4.36,Staple remover,OFF-SU-10001935,2018-11-01 - 2018-11-30
222.384,Toshiba IPT2010-SD IP Telephone,TEC-PH-10004447,2018-11-01 - 2018-11-30
78.304,Xerox 1942,OFF-PA-10002923,2018-11-01 - 2018-11-30
36.288,Xerox 1952,OFF-PA-10000477,2018-11-01 - 2018-11-30
10.688,Xerox 1959,OFF-PA-10004285,2018-11-01 - 2018-11-30
17.64,"Adams Telephone Message Book W/Dividers/Space For Phone Numbers, 5 1/4""X8 1/2"", 300/Messages",OFF-PA-10001838,2018-11-01 - 2018-11-30
19.844,Advantus T-Pin Paper Clips,OFF-FA-10004248,2018-11-01 - 2018-11-30
167.96,Ames Color-File Green Diamond Border X-ray Mailers,OFF-EN-10003001,2018-11-01 - 2018-11-30
2.88,Avery Durable Binders,OFF-BI-10000546,2018-11-01 - 2018-11-30
19.008,Avery Durable Slant Ring Binders,OFF-BI-10004465,2018-11-01 - 2018-11-30
389.948,Blue Parrot B250XT Professional Grade Wireless Bluetooth Headset with,TEC-PH-10003437,2018-11-01 - 2018-11-30
16.38,"Crayola Anti Dust Chalk, 12/Pack",OFF-AR-10003759,2018-11-01 - 2018-11-30
415.872,Fellowes Bankers Box Staxonsteel Drawer File/Stacking System,OFF-ST-10000060,2018-11-01 - 2018-11-30
20.724,GBC Recycled Grain Textured Covers,OFF-BI-10004230,2018-11-01 - 2018-11-30
977.292,Global Ergonomic Managers Chair,FUR-CH-10000785,2018-11-01 - 2018-11-30
13.762,"Holmes Replacement Filter for HEPA Air Cleaner, Very Large Room, HEPA Filter",OFF-AP-10002311,2018-11-01 - 2018-11-30
364.08,"Hon Practical Foundations 30 x 60 Training Table, Light Gray/Charcoal",FUR-TA-10000617,2018-11-01 - 2018-11-30
1443.96,Iceberg Mobile Mega Data/Printer Cart,OFF-ST-10001526,2018-11-01 - 2018-11-30
79.1,Motorla HX550 Universal Bluetooth Headset,TEC-PH-10002807,2018-11-01 - 2018-11-30
321.568,O'Sullivan Plantations 2-Door Library in Landvery Oak,FUR-BO-10000780,2018-11-01 - 2018-11-30
64.848,"Peel & Seel Recycled Catalog Envelopes, Brown",OFF-EN-10003448,2018-11-01 - 2018-11-30
7.78,"Southworth 100% Résumé Paper, 24lb.",OFF-PA-10002137,2018-11-01 - 2018-11-30
327.84,"Wilson Jones Ledger-Size, Piano-Hinge Binder, 2"", Blue",OFF-BI-10001597,2018-11-01 - 2018-11-30
229.544,Xerox 1919,OFF-PA-10000675,2018-11-01 - 2018-11-30
12.96,Xerox 214,OFF-PA-10001972,2018-11-01 - 2018-11-30
18.688,Avery Hi-Liter Smear-Safe Highlighters,OFF-AR-10001761,2018-11-01 - 2018-11-30
359.499,DMI Eclipse Executive Suite Bookcases,FUR-BO-10002213,2018-11-01 - 2018-11-30
67.84,Fellowes Command Center 5-outlet power strip,OFF-AP-10002867,2018-11-01 - 2018-11-30
853.93,Hon Deluxe Fabric Upholstered Stacking Chairs,FUR-CH-10002126,2018-11-01 - 2018-11-30
723.92,O'Sullivan Manor Hill 2-Door Library in Brianna Oak,FUR-BO-10003965,2018-11-01 - 2018-11-30
501.81,Office Impressions Heavy Duty Welded Shelving & Multimedia Storage Drawers,OFF-ST-10001097,2018-11-01 - 2018-11-30
701.96,Office Star - Professional Matrix Back Chair with 2-to-1 Synchro Tilt and Mesh Fabric Seat,FUR-CH-10001854,2018-11-01 - 2018-11-30
39.96,PayAnywhere Card Reader,TEC-PH-10004071,2018-11-01 - 2018-11-30
48.87,"Wirebound Message Book, 4 per Page",OFF-PA-10003724,2018-11-01 - 2018-11-30
34.08,Xerox 1916,OFF-PA-10002377,2018-11-01 - 2018-11-30
93.344,Binding Machine Supplies,OFF-BI-10003364,2018-11-01 - 2018-11-30
162.76600000000002,Black & Decker Filter for Double Action Dustbuster Cordless Vac BLDV7210,OFF-AP-10001962,2018-11-01 - 2018-11-30
27.46,DAX Wood Document Frame,FUR-FU-10001473,2018-11-01 - 2018-11-30
135.3,"DataProducts Ampli Magnifier Task Lamp, Black,",FUR-FU-10003623,2018-11-01 - 2018-11-30
126.3,Executive Impressions Supervisor Wall Clock,FUR-FU-10001290,2018-11-01 - 2018-11-30
289.256,Fellowes Superior 10 Outlet Split Surge Protector,OFF-AP-10004708,2018-11-01 - 2018-11-30
33.568,GBC Premium Transparent Covers with Diagonal Lined Pattern,OFF-BI-10001524,2018-11-01 - 2018-11-30
52.272,Holmes HEPA Air Purifier,OFF-AP-10002082,2018-11-01 - 2018-11-30
89.98,Innergie mMini Combo Duo USB Travel Charging Kit,TEC-PH-10001819,2018-11-01 - 2018-11-30
257.94,KI Adjustable-Height Table,FUR-TA-10001039,2018-11-01 - 2018-11-30
220.752,Motorola L804,TEC-PH-10003092,2018-11-01 - 2018-11-30
47.08,Newell 347,OFF-AR-10003504,2018-11-01 - 2018-11-30
979.95,Panasonic KX T7731-B Digital phone,TEC-PH-10002310,2018-11-01 - 2018-11-30
1879.96,Samsung Galaxy S4 Mini,TEC-PH-10002624,2018-11-01 - 2018-11-30
98.904,SanDisk Cruzer 32 GB USB Flash Drive,TEC-AC-10002399,2018-11-01 - 2018-11-30
6.99,American Pencil,OFF-AR-10001573,2018-11-01 - 2018-11-30
107.424,"Avery Flip-Chart Easel Binder, Black",OFF-BI-10001196,2018-11-01 - 2018-11-30
43.584,Belkin 5 Outlet SurgeMaster Power Centers,OFF-AP-10001205,2018-11-01 - 2018-11-30
18.84,Eldon 200 Class Desk Accessories,FUR-FU-10000732,2018-11-01 - 2018-11-30
166.16,Enermax Briskie RF Wireless Keyboard and Mouse Combo,TEC-AC-10001284,2018-11-01 - 2018-11-30
497.94,GBC DocuBind P100 Manual Binding Machine,OFF-BI-10004519,2018-11-01 - 2018-11-30
57.568,Griffin GC17055 Auxiliary Audio Cable,TEC-PH-10004100,2018-11-01 - 2018-11-30
234.7,"Howard Miller 13"" Diameter Goldtone Round Wall Clock",FUR-FU-10004091,2018-11-01 - 2018-11-30
255.51999999999998,Memorex Mini Travel Drive 16 GB USB 2.0 Flash Drive,TEC-AC-10001772,2018-11-01 - 2018-11-30
8.76,Pencil and Crayon Sharpener,OFF-AR-10000422,2018-11-01 - 2018-11-30
117.488,Premium Transparent Presentation Covers by GBC,OFF-BI-10001989,2018-11-01 - 2018-11-30
244.55,Tops White Computer Printout Paper,OFF-PA-10003129,2018-11-01 - 2018-11-30
158.28,Xerox 1909,OFF-PA-10003641,2018-11-01 - 2018-11-30
1.64,BIC Brite Liner Grip Highlighters,OFF-AR-10004582,2018-11-01 - 2018-11-30
79.96,"Blue String-Tie & Button Interoffice Envelopes, 10 x 13",OFF-EN-10003055,2018-11-01 - 2018-11-30
516.488,"Deflect-o RollaMat Studded, Beveled Mat for Medium Pile Carpeting",FUR-FU-10003601,2018-11-01 - 2018-11-30
199.728,"Eaton Premium Continuous-Feed Paper, 25% Cotton, Letter Size, White, 1000 Shts/Box",OFF-PA-10004071,2018-11-01 - 2018-11-30
20.9,"Eldon Image Series Desk Accessories, Burgundy",FUR-FU-10004270,2018-11-01 - 2018-11-30
1979.89,Google Nexus 5,TEC-PH-10002834,2018-11-01 - 2018-11-30
2056.432,Luxo Professional Fluorescent Magnifier Lamp with Clamp-Mount Base,FUR-FU-10000576,2018-11-01 - 2018-11-30
2065.32,"Riverside Furniture Oval Coffee Table, Oval End Table, End Table with Drawer",FUR-TA-10004154,2018-11-01 - 2018-11-30
62.65,Round Specialty Laser Printer Labels,OFF-LA-10001074,2018-11-01 - 2018-11-30
15.552,Xerox 210,OFF-PA-10000788,2018-11-01 - 2018-11-30
101.52,"Tenex Contemporary Contur Chairmats for Low and Medium Pile Carpet, Computer, 39"" x 49""",FUR-FU-10004017,2018-11-01 - 2018-11-30
155.94,"BOSTON Ranger #55 Pencil Sharpener, Black",OFF-AR-10001044,2018-11-01 - 2018-11-30
1781.682,Bush Advantage Collection Racetrack Conference Table,FUR-TA-10001889,2018-11-01 - 2018-11-30
25.83,Contemporary Borderless Frame,FUR-FU-10003489,2018-11-01 - 2018-11-30
269.49,Fellowes Officeware Wire Shelving,OFF-ST-10001809,2018-11-01 - 2018-11-30
1079.316,Global Commerce Series Low-Back Swivel/Tilt Chairs,FUR-CH-10003981,2018-11-01 - 2018-11-30
173.8,Home/Office Personal File Carts,OFF-ST-10000604,2018-11-01 - 2018-11-30
83.56,"Iris 3-Drawer Stacking Bin, Black",OFF-ST-10002182,2018-11-01 - 2018-11-30
663.936,Kensington 7 Outlet MasterPiece Power Center with Fax/Phone Line Protection,OFF-AP-10003779,2018-11-01 - 2018-11-30
128.385,Lock-Up Easel 'Spel-Binder',OFF-BI-10003984,2018-11-01 - 2018-11-30
383.976,Logitech Wireless Gaming Headset G930,TEC-AC-10002001,2018-11-01 - 2018-11-30
71.976,OtterBox Defender Series Case - Samsung Galaxy S4,TEC-PH-10002564,2018-11-01 - 2018-11-30
546.06,Panasonic Business Telephones KX-T7736,TEC-PH-10001468,2018-11-01 - 2018-11-30
2071.5,SAFCO Arco Folding Chair,FUR-CH-10004287,2018-11-01 - 2018-11-30
95.976,SanDisk Ultra 64 GB MicroSDHC Class 10 Memory Card,TEC-AC-10001767,2018-11-01 - 2018-11-30
